student_id;origin_country;destination_country;destination_city;university_name;course_name;field_of_study;year_of_enrollment;scholarship_received;enrollment_reason;graduation_year;placement_status;placement_country;placement_company;starting_salary_usd;gpa_or_score;visa_status;post_graduation_visa;language_proficiency_test;test_score
S01906;South Africa;India;Bangalore;IISc Bangalore;Law;Arts;2020;No;Job Opportunities;2022;Placed;India;Siemens;80810;381;Student Visa;Work Permit;PTE;51
S01907;Germany;South Africa;Pretoria;University of Pretoria;Electrical Engineering;Natural Sciences;2023;Yes;Job Opportunities;2026;Not Placed;N/A;N/A;0;3;F1;Blue Card;Duolingo;89
S01908;Finland;UK;Birmingham;University of Birmingham;Political Science;Arts;2021;Yes;Scholarship;2022;Not Placed;N/A;N/A;0;317;Student Visa;Work Permit;PTE;89
S01909;USA;Ireland;Dublin;Dublin City University;Civil Engineering;Medicine;2020;No;Political Stability;2023;Placed;Ireland;Deloitte;43527;268;Student Visa;Blue Card;TOEFL;85
S01910;USA;India;Delhi;JNU Delhi;Civil Engineering;Computer Science;2019;No;Scholarship;2020;Not Placed;N/A;N/A;0;283;J1;PSW;None;0
S01911;India;USA;Boston;MIT;Data Science;Law;2020;Yes;Job Opportunities;2022;Placed;USA;Microsoft;123107;32;Study Permit;Blue Card;PTE;66
S01912;Ireland;Russia;Novosibirsk;Novosibirsk State University;Design;Engineering;2023;No;Higher Ranking;2025;Placed;Russia;IBM;72439;301;Student Visa;OPT;Duolingo;71
S01913;Russia;USA;Chicago;University of Chicago;Electrical Engineering;Computer Science;2021;No;Scholarship;2024;Not Placed;N/A;N/A;0;37;Schengen Student Visa;Blue Card;PTE;58
S01914;India;South Africa;Johannesburg;University of the Witwatersrand;Psychology;Engineering;2022;Yes;Political Stability;2024;Not Placed;N/A;N/A;0;299;F1;OPT;IELTS;61
S01915;Russia;UK;London;King's College London;Law;Arts;2021;Yes;Higher Ranking;2023;Placed;UK;McKinsey;85846;386;Schengen Student Visa;Blue Card;None;0
S01916;Russia;South Africa;Johannesburg;University of Johannesburg;Design;Law;2019;No;Job Opportunities;2021;Not Placed;N/A;N/A;0;36;Tier 4;Work Permit;Duolingo;62
S01917;Ireland;UK;London;Imperial College London;Architecture;Engineering;2022;Yes;Job Opportunities;2025;Placed;UK;Microsoft;81958;395;Schengen Student Visa;Blue Card;IELTS;9
S01918;Russia;Finland;Turku;Ã…bo Akademi University;Economics;Engineering;2019;No;Quality of Life;2022;Placed;Finland;IBM;69182;349;Student Visa;Post-Study Visa;IELTS;52
S01919;South Africa;USA;Boston;MIT;Data Science;Business;2023;No;Higher Ranking;2025;Placed;USA;Goldman Sachs;35992;287;J1;PSW;TOEFL;65
S01920;USA;Russia;Moscow;Bauman Moscow State Technical University;Psychology;Social Sciences;2020;No;Political Stability;2023;Placed;Russia;Facebook;103346;324;Tier 4;Blue Card;IELTS;55
S01921;UK;Finland;Espoo;Aalto University;Economics;Medicine;2021;Yes;Scholarship;2022;Placed;Finland;Goldman Sachs;128716;322;J1;Blue Card;Duolingo;75
S01922;South Africa;Ireland;Galway;National University of Ireland Galway;Computer Science;Social Sciences;2020;Yes;Higher Ranking;2023;Not Placed;N/A;N/A;0;347;Schengen Student Visa;PSW;IELTS;73
S01923;Germany;Finland;Turku;University of Turku;Business Administration;Social Sciences;2021;Yes;Job Opportunities;2022;Placed;Finland;Intel;50651;35;F1;Blue Card;TOEFL;82
S01924;Canada;UK;London;King's College London;Political Science;Engineering;2019;Yes;Higher Ranking;2022;Not Placed;N/A;N/A;0;368;Study Permit;Work Permit;PTE;53
S01925;Germany;India;Pilani;BITS Pilani;Mechanical Engineering;Natural Sciences;2019;Yes;Higher Ranking;2022;Not Placed;N/A;N/A;0;302;F1;OPT;None;0
S01926;Ireland;Russia;Novosibirsk;Novosibirsk State University;Law;Natural Sciences;2021;Yes;Scholarship;2023;Not Placed;N/A;N/A;0;27;Study Permit;PSW;Duolingo;75
S01927;South Africa;Ireland;Maynooth;Maynooth University;Civil Engineering;Natural Sciences;2019;No;Scholarship;2020;Not Placed;N/A;N/A;0;316;Tier 4;Post-Study Visa;IELTS;7
S01928;India;Canada;Edmonton;University of Alberta;Design;Business;2022;Yes;Higher Ranking;2023;Not Placed;N/A;N/A;0;342;J1;OPT;PTE;71
S01929;UK;Finland;Helsinki;University of Helsinki;Design;Business;2022;No;Higher Ranking;2024;Placed;Finland;Goldman Sachs;127386;262;Tier 4;PSW;TOEFL;79
S01930;South Africa;Finland;Helsinki;University of Helsinki;Design;Social Sciences;2022;No;Political Stability;2025;Not Placed;N/A;N/A;0;279;Schengen Student Visa;PSW;IELTS;88
S01931;India;South Africa;Johannesburg;University of Johannesburg;Biotechnology;Law;2020;Yes;Scholarship;2023;Not Placed;N/A;N/A;0;385;Study Permit;Blue Card;TOEFL;77
S01932;UAE;UK;London;Imperial College London;Architecture;Law;2021;Yes;Political Stability;2024;Not Placed;N/A;N/A;0;316;Student Visa;Blue Card;None;0
S01933;UK;Germany;Munich;Technical University of Munich;Economics;Arts;2022;Yes;Higher Ranking;2023;Placed;Germany;Siemens;120050;265;Student Visa;OPT;TOEFL;5
S01934;Ireland;Canada;Edmonton;University of Alberta;Civil Engineering;Engineering;2021;Yes;Higher Ranking;2022;Not Placed;N/A;N/A;0;342;Schengen Student Visa;Blue Card;IELTS;55
S01935;Germany;USA;Chicago;University of Chicago;Electrical Engineering;Arts;2020;Yes;Quality of Life;2023;Not Placed;N/A;N/A;0;357;Student Visa;Blue Card;IELTS;54
S01936;South Africa;USA;Los Angeles;UCLA;Biotechnology;Medicine;2020;No;Political Stability;2023;Not Placed;N/A;N/A;0;313;F1;Post-Study Visa;PTE;73
S01937;Finland;USA;New York;Columbia University;Biotechnology;Arts;2021;No;Job Opportunities;2022;Placed;USA;Tesla;82870;397;Schengen Student Visa;OPT;TOEFL;85
S01938;Germany;Canada;Vancouver;University of British Columbia;Economics;Engineering;2019;No;Job Opportunities;2022;Not Placed;N/A;N/A;0;307;Schengen Student Visa;OPT;IELTS;59
S01939;Russia;UAE;Sharjah;American University of Sharjah;Architecture;Medicine;2020;Yes;Scholarship;2021;Placed;UAE;Siemens;148206;331;Study Permit;Blue Card;TOEFL;89
S01940;UAE;Ireland;Dublin;Trinity College Dublin;Biotechnology;Law;2022;Yes;Higher Ranking;2023;Not Placed;N/A;N/A;0;327;Schengen Student Visa;PSW;Duolingo;59
S01941;Finland;India;Tiruchirappalli;NIT Trichy;Civil Engineering;Social Sciences;2023;No;Quality of Life;2024;Not Placed;N/A;N/A;0;312;Schengen Student Visa;PSW;Duolingo;74
S01942;USA;Canada;Vancouver;Simon Fraser University;Data Science;Law;2021;Yes;Scholarship;2024;Placed;Canada;Goldman Sachs;106757;258;F1;OPT;Duolingo;7
S01943;Russia;India;Delhi;JNU Delhi;Economics;Natural Sciences;2020;Yes;Job Opportunities;2021;Placed;India;SAP;61813;327;Student Visa;OPT;PTE;74
S01944;Russia;UK;Manchester;University of Manchester;Civil Engineering;Engineering;2020;Yes;Political Stability;2021;Placed;UK;Facebook;135373;284;Student Visa;OPT;None;0
S01945;Ireland;USA;New York;NYU;Political Science;Arts;2021;Yes;Political Stability;2023;Not Placed;N/A;N/A;0;309;Student Visa;Blue Card;TOEFL;87
S01946;South Africa;Finland;Joensuu;University of Eastern Finland;Electrical Engineering;Law;2019;No;Political Stability;2020;Not Placed;N/A;N/A;0;326;Schengen Student Visa;Work Permit;TOEFL;78
S01947;UAE;Ireland;Cork;University College Cork;Architecture;Business;2022;No;Quality of Life;2023;Not Placed;N/A;N/A;0;324;Schengen Student Visa;Blue Card;None;0
S01948;Ireland;India;Chennai;IIT Madras;Political Science;Law;2020;Yes;Higher Ranking;2023;Placed;India;Facebook;77097;336;Student Visa;Blue Card;None;0
S01949;USA;Finland;Tampere;Tampere University;Law;Engineering;2020;Yes;Job Opportunities;2023;Not Placed;N/A;N/A;0;371;Tier 4;Work Permit;IELTS;56
S01950;UK;Ireland;Cork;University College Cork;Mechanical Engineering;Computer Science;2022;No;Higher Ranking;2023;Placed;Ireland;Deloitte;63833;378;Study Permit;Work Permit;Duolingo;82
S01951;UK;Germany;Aachen;RWTH Aachen;Law;Medicine;2022;No;Scholarship;2025;Placed;Germany;IBM;40642;269;Tier 4;Post-Study Visa;IELTS;68
S01952;Ireland;Germany;Berlin;TU Berlin;Medicine;Law;2020;No;Quality of Life;2022;Not Placed;N/A;N/A;0;379;F1;Work Permit;TOEFL;65
S01953;Finland;South Africa;Pretoria;University of Pretoria;Finance;Social Sciences;2019;No;Job Opportunities;2020;Not Placed;N/A;N/A;0;339;F1;Work Permit;TOEFL;6
S01954;USA;South Africa;Durban;University of KwaZulu-Natal;Mechanical Engineering;Law;2022;No;Political Stability;2023;Placed;South Africa;Microsoft;30367;393;Study Permit;Work Permit;IELTS;83
S01955;Finland;South Africa;Pretoria;University of Pretoria;Design;Social Sciences;2020;No;Job Opportunities;2023;Placed;South Africa;Facebook;53636;324;Study Permit;Work Permit;TOEFL;63
S01956;USA;Canada;Edmonton;University of Alberta;Medicine;Medicine;2023;Yes;Political Stability;2024;Placed;Canada;IBM;101621;309;Study Permit;Work Permit;Duolingo;66
S01957;Finland;Ireland;Cork;University College Cork;Economics;Medicine;2019;No;Job Opportunities;2021;Not Placed;N/A;N/A;0;384;Tier 4;Post-Study Visa;PTE;67
S01958;Canada;Ireland;Maynooth;Maynooth University;Biotechnology;Computer Science;2020;Yes;Higher Ranking;2021;Not Placed;N/A;N/A;0;375;Study Permit;Blue Card;IELTS;82
S01959;Finland;Canada;Vancouver;Simon Fraser University;Design;Arts;2023;Yes;Higher Ranking;2026;Not Placed;N/A;N/A;0;277;Schengen Student Visa;OPT;None;0
S01960;Russia;Ireland;Cork;University College Cork;Mechanical Engineering;Computer Science;2020;Yes;Political Stability;2021;Not Placed;N/A;N/A;0;309;Student Visa;Blue Card;IELTS;51
S01961;UAE;Finland;Helsinki;University of Helsinki;Data Science;Natural Sciences;2019;Yes;Higher Ranking;2020;Not Placed;N/A;N/A;0;277;Student Visa;Work Permit;Duolingo;82
S01962;UK;Germany;Munich;Technical University of Munich;Architecture;Medicine;2022;No;Scholarship;2023;Placed;Germany;Amazon;39073;338;Student Visa;Work Permit;IELTS;54
S01963;Ireland;UAE;Dubai;Manipal Academy Dubai;Data Science;Law;2023;Yes;Quality of Life;2026;Placed;UAE;Apple;45495;263;Study Permit;Work Permit;None;0
S01964;South Africa;Ireland;Dublin;Dublin City University;Mechanical Engineering;Engineering;2019;Yes;Scholarship;2020;Not Placed;N/A;N/A;0;253;Tier 4;Work Permit;IELTS;88
S01965;UAE;Germany;Heidelberg;Heidelberg University;Law;Social Sciences;2019;Yes;Job Opportunities;2022;Not Placed;N/A;N/A;0;332;J1;OPT;PTE;56
S01966;UK;Canada;Vancouver;Simon Fraser University;Computer Science;Social Sciences;2019;Yes;Political Stability;2020;Not Placed;N/A;N/A;0;303;Study Permit;OPT;None;0
S01967;Ireland;UK;London;King's College London;Law;Business;2023;No;Higher Ranking;2025;Placed;UK;Amazon;87806;26;Student Visa;Post-Study Visa;PTE;5
S01968;Ireland;Russia;Saint Petersburg;Saint Petersburg State University;Economics;Arts;2021;Yes;Higher Ranking;2024;Not Placed;N/A;N/A;0;331;Student Visa;PSW;None;0
S01969;Germany;South Africa;Pretoria;University of Pretoria;Business Administration;Engineering;2022;No;Scholarship;2024;Placed;South Africa;SAP;35592;321;Student Visa;OPT;TOEFL;62
S01970;UK;India;Pilani;BITS Pilani;Civil Engineering;Medicine;2022;No;Scholarship;2024;Not Placed;N/A;N/A;0;282;J1;PSW;PTE;61
S01971;UAE;USA;Boston;MIT;Political Science;Engineering;2020;Yes;Scholarship;2021;Not Placed;N/A;N/A;0;272;J1;Post-Study Visa;IELTS;73
S01972;Ireland;Finland;Joensuu;University of Eastern Finland;Business Administration;Medicine;2019;No;Job Opportunities;2020;Placed;Finland;SAP;93350;289;J1;Post-Study Visa;Duolingo;51
S01973;Russia;Germany;Berlin;Humboldt University;Finance;Social Sciences;2023;No;Job Opportunities;2025;Not Placed;N/A;N/A;0;332;J1;Blue Card;PTE;78
S01974;South Africa;Ireland;Maynooth;Maynooth University;Biotechnology;Medicine;2020;No;Job Opportunities;2023;Not Placed;N/A;N/A;0;284;Study Permit;Post-Study Visa;Duolingo;73
S01975;Finland;India;Bangalore;IISc Bangalore;Mechanical Engineering;Engineering;2021;Yes;Quality of Life;2022;Placed;India;Microsoft;57104;301;J1;Blue Card;IELTS;58
S01976;UK;USA;New York;Columbia University;Mechanical Engineering;Business;2020;No;Scholarship;2022;Placed;USA;Intel;72437;297;F1;Post-Study Visa;TOEFL;87
S01977;India;Ireland;Galway;National University of Ireland Galway;Business Administration;Computer Science;2020;Yes;Scholarship;2022;Placed;Ireland;Amazon;31990;282;Schengen Student Visa;Blue Card;IELTS;72
S01978;UK;India;Delhi;IIT Delhi;Computer Science;Social Sciences;2020;Yes;Scholarship;2023;Placed;India;Apple;53320;272;F1;OPT;PTE;78
S01979;Finland;India;Delhi;Delhi University;Computer Science;Business;2019;Yes;Quality of Life;2022;Not Placed;N/A;N/A;0;271;Schengen Student Visa;Post-Study Visa;TOEFL;83
S01980;South Africa;India;Pilani;BITS Pilani;Medicine;Natural Sciences;2020;No;Quality of Life;2023;Not Placed;N/A;N/A;0;351;Student Visa;Blue Card;None;0
S01981;UAE;Canada;Edmonton;University of Alberta;Economics;Business;2021;No;Job Opportunities;2023;Placed;Canada;Goldman Sachs;88450;274;F1;Blue Card;PTE;69
S01982;Germany;South Africa;Stellenbosch;Stellenbosch University;Medicine;Computer Science;2022;Yes;Quality of Life;2023;Not Placed;N/A;N/A;0;321;Study Permit;Work Permit;None;0
S01983;UK;Ireland;Dublin;Technological University Dublin;Data Science;Medicine;2023;No;Job Opportunities;2024;Not Placed;N/A;N/A;0;273;Study Permit;Work Permit;TOEFL;51
S01984;Ireland;South Africa;Cape Town;University of Cape Town;Medicine;Computer Science;2019;Yes;Political Stability;2021;Not Placed;N/A;N/A;0;391;J1;OPT;TOEFL;64
S01985;USA;Canada;Edmonton;University of Alberta;Law;Arts;2021;Yes;Scholarship;2024;Not Placed;N/A;N/A;0;393;Study Permit;Post-Study Visa;Duolingo;63
S01986;USA;Canada;Toronto;University of Toronto;Architecture;Business;2020;No;Job Opportunities;2021;Placed;Canada;Microsoft;101059;254;Tier 4;Work Permit;TOEFL;73
S01987;USA;Germany;Aachen;RWTH Aachen;Political Science;Law;2019;No;Job Opportunities;2021;Not Placed;N/A;N/A;0;323;Schengen Student Visa;PSW;None;0
S01988;Canada;India;Bangalore;IISc Bangalore;Medicine;Law;2021;No;Higher Ranking;2024;Not Placed;N/A;N/A;0;312;Tier 4;PSW;None;0
S01989;Russia;India;Mumbai;IIT Bombay;Data Science;Natural Sciences;2020;No;Political Stability;2023;Not Placed;N/A;N/A;0;349;J1;Blue Card;TOEFL;86
S01990;South Africa;Canada;Montreal;McGill University;Law;Business;2022;No;Higher Ranking;2024;Not Placed;N/A;N/A;0;385;J1;Work Permit;TOEFL;61
S01991;India;Canada;London;Western University;Business Administration;Medicine;2023;No;Higher Ranking;2025;Not Placed;N/A;N/A;0;323;Study Permit;Blue Card;IELTS;9
S01992;UK;Canada;Kingston;Queen's University;Architecture;Medicine;2021;No;Higher Ranking;2022;Placed;Canada;Google;144626;348;Schengen Student Visa;Post-Study Visa;TOEFL;64
S01993;Finland;UK;Edinburgh;University of Edinburgh;Civil Engineering;Social Sciences;2023;Yes;Higher Ranking;2025;Placed;UK;Goldman Sachs;31078;295;Schengen Student Visa;Post-Study Visa;None;0
S01994;South Africa;Finland;Turku;University of Turku;Architecture;Social Sciences;2020;No;Scholarship;2022;Not Placed;N/A;N/A;0;29;Student Visa;Blue Card;TOEFL;84
S01995;USA;Russia;Moscow;Lomonosov Moscow State University;Design;Social Sciences;2023;Yes;Higher Ranking;2024;Not Placed;N/A;N/A;0;388;Schengen Student Visa;Post-Study Visa;Duolingo;56
S01996;Russia;Finland;Turku;University of Turku;Psychology;Natural Sciences;2023;No;Job Opportunities;2025;Placed;Finland;Tesla;83614;327;Schengen Student Visa;Post-Study Visa;Duolingo;79
S01997;Germany;UAE;Dubai;Heriot-Watt Dubai;Political Science;Law;2019;Yes;Quality of Life;2020;Placed;UAE;Siemens;106523;357;Tier 4;Blue Card;PTE;68
S01998;Germany;India;Chennai;IIT Madras;Electrical Engineering;Medicine;2021;Yes;Political Stability;2023;Not Placed;N/A;N/A;0;282;Study Permit;PSW;Duolingo;71
S01999;India;South Africa;Cape Town;University of Cape Town;Political Science;Social Sciences;2021;Yes;Job Opportunities;2023;Placed;South Africa;Microsoft;149553;299;Student Visa;Work Permit;TOEFL;53
S02000;Germany;Ireland;Dublin;Trinity College Dublin;Civil Engineering;Social Sciences;2021;Yes;Job Opportunities;2022;Placed;Ireland;SAP;41108;329;Schengen Student Visa;Work Permit;TOEFL;84
S02001;Germany;South Africa;Johannesburg;University of the Witwatersrand;Business Administration;Natural Sciences;2023;Yes;Higher Ranking;2024;Placed;South Africa;Deloitte;93955;358;Student Visa;Work Permit;IELTS;71
S02002;USA;Canada;London;Western University;Finance;Business;2021;No;Political Stability;2023;Not Placed;N/A;N/A;0;34;Student Visa;Post-Study Visa;Duolingo;73
S02003;Finland;Russia;Moscow;Moscow Institute of Physics and Technology;Business Administration;Engineering;2022;No;Higher Ranking;2025;Not Placed;N/A;N/A;0;372;Student Visa;PSW;Duolingo;51
S02004;USA;Ireland;Dublin;Trinity College Dublin;Economics;Law;2021;Yes;Quality of Life;2023;Not Placed;N/A;N/A;0;321;Tier 4;Blue Card;PTE;79
S02005;Ireland;India;Tiruchirappalli;NIT Trichy;Data Science;Arts;2020;Yes;Quality of Life;2022;Not Placed;N/A;N/A;0;276;Student Visa;PSW;IELTS;76
S02006;South Africa;Canada;Ottawa;University of Ottawa;Data Science;Arts;2021;No;Political Stability;2023;Not Placed;N/A;N/A;0;357;Study Permit;OPT;IELTS;62
S02007;Canada;USA;Boston;MIT;Political Science;Natural Sciences;2023;No;Quality of Life;2025;Placed;USA;Google;51981;266;Student Visa;OPT;PTE;76
S02008;Canada;Germany;Berlin;Humboldt University;Design;Social Sciences;2021;No;Quality of Life;2024;Not Placed;N/A;N/A;0;372;Study Permit;Blue Card;TOEFL;82
S02009;South Africa;UK;Oxford;University of Oxford;Civil Engineering;Computer Science;2019;Yes;Higher Ranking;2020;Not Placed;N/A;N/A;0;257;F1;Work Permit;TOEFL;61
S02010;Finland;UK;Oxford;University of Oxford;Electrical Engineering;Business;2021;No;Quality of Life;2022;Placed;UK;IBM;122527;349;Student Visa;PSW;PTE;66
S02011;USA;Russia;Moscow;Higher School of Economics;Biotechnology;Natural Sciences;2019;No;Quality of Life;2021;Not Placed;N/A;N/A;0;32;Study Permit;Blue Card;Duolingo;79
S02012;UK;Ireland;Dublin;Technological University Dublin;Computer Science;Law;2022;Yes;Higher Ranking;2023;Placed;Ireland;SAP;92363;312;J1;OPT;PTE;71
S02013;Finland;Russia;Moscow;Bauman Moscow State Technical University;Electrical Engineering;Natural Sciences;2020;No;Job Opportunities;2022;Placed;Russia;Microsoft;147297;325;Study Permit;OPT;Duolingo;63
S02014;Germany;Ireland;Galway;National University of Ireland Galway;Economics;Arts;2019;Yes;Political Stability;2022;Not Placed;N/A;N/A;0;307;J1;PSW;Duolingo;72
S02015;USA;Ireland;Dublin;Trinity College Dublin;Biotechnology;Social Sciences;2019;No;Political Stability;2021;Placed;Ireland;McKinsey;60779;307;Tier 4;Work Permit;None;0
S02016;Finland;South Africa;Johannesburg;University of the Witwatersrand;Finance;Social Sciences;2021;No;Higher Ranking;2024;Not Placed;N/A;N/A;0;378;Student Visa;Work Permit;TOEFL;83
S02017;Germany;Finland;Helsinki;University of Helsinki;Electrical Engineering;Arts;2023;Yes;Political Stability;2026;Placed;Finland;SAP;148901;292;J1;Blue Card;TOEFL;7
S02018;India;UK;Cambridge;University of Cambridge;Biotechnology;Social Sciences;2022;Yes;Higher Ranking;2023;Placed;UK;Tesla;91209;325;Student Visa;Blue Card;TOEFL;8
S02019;USA;Finland;Helsinki;University of Helsinki;Mechanical Engineering;Arts;2021;No;Quality of Life;2023;Placed;Finland;Siemens;147740;316;Student Visa;Work Permit;IELTS;71
S02020;South Africa;Canada;Toronto;University of Toronto;Psychology;Natural Sciences;2022;No;Quality of Life;2023;Not Placed;N/A;N/A;0;358;Student Visa;OPT;Duolingo;66
S02021;South Africa;Russia;Saint Petersburg;Saint Petersburg State University;Civil Engineering;Natural Sciences;2020;No;Quality of Life;2022;Not Placed;N/A;N/A;0;36;Student Visa;OPT;TOEFL;58
S02022;Canada;India;Mumbai;IIT Bombay;Design;Law;2019;Yes;Scholarship;2022;Placed;India;Goldman Sachs;57963;262;Schengen Student Visa;Work Permit;IELTS;5
S02023;Ireland;UK;Oxford;University of Oxford;Biotechnology;Business;2020;Yes;Scholarship;2023;Not Placed;N/A;N/A;0;356;J1;OPT;PTE;59
S02024;South Africa;UK;Cambridge;University of Cambridge;Law;Business;2020;Yes;Quality of Life;2022;Placed;UK;Amazon;138625;28;J1;Blue Card;PTE;77
S02025;UAE;Finland;Turku;Ã…bo Akademi University;Medicine;Natural Sciences;2019;No;Scholarship;2021;Not Placed;N/A;N/A;0;37;Study Permit;Post-Study Visa;Duolingo;82
S02026;UAE;Finland;Turku;University of Turku;Business Administration;Social Sciences;2019;Yes;Quality of Life;2020;Placed;Finland;Facebook;61368;329;J1;Blue Card;None;0
S02027;Germany;Canada;Kingston;Queen's University;Electrical Engineering;Natural Sciences;2023;No;Job Opportunities;2026;Placed;Canada;SAP;127518;265;F1;PSW;Duolingo;71
S02028;UAE;UK;London;King's College London;Civil Engineering;Natural Sciences;2019;Yes;Higher Ranking;2020;Placed;UK;Google;53260;384;Schengen Student Visa;Work Permit;TOEFL;78
S02029;Finland;India;Delhi;Delhi University;Computer Science;Social Sciences;2022;No;Higher Ranking;2025;Placed;India;Intel;82874;296;F1;OPT;None;0
S02030;Canada;Ireland;Galway;National University of Ireland Galway;Architecture;Engineering;2023;No;Higher Ranking;2024;Placed;Ireland;Goldman Sachs;108488;358;J1;PSW;IELTS;61
S02031;Russia;USA;New York;Columbia University;Medicine;Natural Sciences;2023;No;Quality of Life;2026;Not Placed;N/A;N/A;0;258;Study Permit;PSW;PTE;89
S02032;Russia;Finland;Joensuu;University of Eastern Finland;Civil Engineering;Law;2019;No;Quality of Life;2021;Placed;Finland;Apple;66525;374;Student Visa;PSW;Duolingo;55
S02033;USA;Finland;Tampere;Tampere University;Data Science;Business;2021;Yes;Quality of Life;2023;Placed;Finland;Amazon;108915;385;Study Permit;Work Permit;Duolingo;71
S02034;UK;Germany;Heidelberg;Heidelberg University;Mechanical Engineering;Engineering;2022;Yes;Quality of Life;2024;Placed;Germany;SAP;54531;284;F1;Blue Card;None;0
S02035;UK;Finland;Turku;University of Turku;Data Science;Arts;2019;No;Job Opportunities;2020;Not Placed;N/A;N/A;0;392;J1;OPT;TOEFL;59
S02036;UK;USA;Boston;MIT;Architecture;Computer Science;2019;No;Higher Ranking;2022;Not Placed;N/A;N/A;0;365;Study Permit;Work Permit;Duolingo;69
S02037;India;Canada;Kingston;Queen's University;Design;Arts;2020;No;Quality of Life;2022;Placed;Canada;Intel;60195;284;Student Visa;Blue Card;TOEFL;85
S02038;India;UAE;Abu Dhabi;Zayed University;Political Science;Natural Sciences;2019;No;Higher Ranking;2020;Not Placed;N/A;N/A;0;25;Student Visa;Post-Study Visa;Duolingo;69
S02039;USA;Russia;Moscow;Higher School of Economics;Finance;Computer Science;2020;No;Quality of Life;2023;Placed;Russia;IBM;62599;324;Study Permit;OPT;PTE;74
S02040;UAE;Russia;Novosibirsk;Novosibirsk State University;Civil Engineering;Law;2022;No;Job Opportunities;2023;Not Placed;N/A;N/A;0;347;Schengen Student Visa;OPT;PTE;87
S02041;Germany;USA;New York;NYU;Psychology;Social Sciences;2023;No;Political Stability;2025;Placed;USA;Apple;55654;386;J1;Post-Study Visa;PTE;73
S02042;Ireland;Finland;Lappeenranta;LUT University;Data Science;Engineering;2023;No;Quality of Life;2024;Placed;Finland;Amazon;109206;284;J1;Blue Card;Duolingo;71
S02043;South Africa;India;Tiruchirappalli;NIT Trichy;Business Administration;Law;2020;Yes;Political Stability;2023;Placed;India;Apple;72105;351;Tier 4;Work Permit;TOEFL;52
S02044;USA;Canada;Montreal;McGill University;Electrical Engineering;Natural Sciences;2023;Yes;Political Stability;2024;Not Placed;N/A;N/A;0;287;F1;Post-Study Visa;PTE;88
S02045;Germany;UAE;Abu Dhabi;Khalifa University;Finance;Social Sciences;2020;Yes;Job Opportunities;2023;Not Placed;N/A;N/A;0;284;J1;Work Permit;None;0
S02046;Ireland;South Africa;Pretoria;University of Pretoria;Civil Engineering;Arts;2022;Yes;Job Opportunities;2023;Placed;South Africa;Deloitte;58231;357;Study Permit;Blue Card;Duolingo;6
S02047;Finland;UK;Birmingham;University of Birmingham;Political Science;Law;2021;Yes;Scholarship;2022;Placed;UK;Google;112532;356;Study Permit;Work Permit;IELTS;71
S02048;Finland;UAE;Abu Dhabi;Khalifa University;Mechanical Engineering;Business;2020;Yes;Political Stability;2023;Not Placed;N/A;N/A;0;269;Schengen Student Visa;Blue Card;Duolingo;59
S02049;Canada;Germany;Heidelberg;Heidelberg University;Political Science;Medicine;2019;Yes;Scholarship;2021;Placed;Germany;Google;43180;381;Schengen Student Visa;Post-Study Visa;PTE;71
S02050;India;Finland;Lappeenranta;LUT University;Design;Business;2020;No;Job Opportunities;2022;Not Placed;N/A;N/A;0;272;Schengen Student Visa;PSW;Duolingo;72
S02051;Finland;UAE;Abu Dhabi;Khalifa University;Civil Engineering;Engineering;2021;No;Quality of Life;2023;Placed;UAE;IBM;96415;381;J1;Blue Card;TOEFL;87
S02052;India;UK;Manchester;University of Manchester;Mechanical Engineering;Business;2021;No;Scholarship;2023;Not Placed;N/A;N/A;0;29;Schengen Student Visa;Blue Card;Duolingo;74
S02053;USA;India;Delhi;JNU Delhi;Economics;Engineering;2022;No;Political Stability;2025;Placed;India;Facebook;52052;392;F1;OPT;IELTS;84
S02054;Canada;South Africa;Johannesburg;University of the Witwatersrand;Architecture;Natural Sciences;2021;Yes;Higher Ranking;2023;Placed;South Africa;Microsoft;99527;284;Student Visa;Work Permit;Duolingo;81
S02055;India;UK;Edinburgh;University of Edinburgh;Political Science;Engineering;2019;No;Political Stability;2022;Placed;UK;Goldman Sachs;106006;352;Tier 4;Blue Card;IELTS;62
S02056;India;South Africa;Pretoria;University of Pretoria;Electrical Engineering;Medicine;2022;Yes;Job Opportunities;2025;Not Placed;N/A;N/A;0;276;Student Visa;OPT;PTE;58
S02057;Ireland;USA;San Francisco;Stanford University;Economics;Law;2021;Yes;Quality of Life;2023;Not Placed;N/A;N/A;0;258;J1;PSW;None;0
S02058;UK;Germany;Aachen;RWTH Aachen;Civil Engineering;Arts;2020;Yes;Political Stability;2023;Placed;Germany;Tesla;89836;285;Schengen Student Visa;Post-Study Visa;None;0
S02059;Russia;UAE;Abu Dhabi;Zayed University;Political Science;Computer Science;2019;Yes;Job Opportunities;2022;Not Placed;N/A;N/A;0;387;F1;Work Permit;None;0
S02060;Ireland;Germany;Berlin;Humboldt University;Data Science;Natural Sciences;2021;Yes;Quality of Life;2023;Placed;Germany;Apple;81201;259;Tier 4;Post-Study Visa;TOEFL;51
S02061;USA;Russia;Kazan;Kazan Federal University;Law;Computer Science;2022;Yes;Political Stability;2023;Not Placed;N/A;N/A;0;337;Tier 4;OPT;TOEFL;64
S02062;Finland;UK;Birmingham;University of Birmingham;Economics;Law;2020;No;Higher Ranking;2022;Placed;UK;Apple;94388;277;Tier 4;Blue Card;PTE;83
